ありよう	样子（应有状态）；应有状态	N1
ある	有；存在	N5
あるいは	或者	N2
あるきまわる	到处走	N3
あるく	走路	N5
あれ	那个；咦；哎呀	N5
あれこれ	这个那个；各种	N3
あれる	变荒；天气恶劣、荒废；荒芜、粗糙	N2
あわ	泡沫	N3
あわい	浅淡的；微弱的	N1
あわせ	搭配；组合	N3
あわせて	总共；合计；此外；同时	N3
あわせる	对齐；配合	N4
あわただしい	忙乱的；匆忙的	N2
あわてる	慌张；慌忙	N3
あん	方案；主意	N3
あんい	轻率的；容易的	N2
あんか	便宜的；肤浅的；轻率的；廉价的	N2
あんがい	意外地；出乎意料	N3
あんき	背诵	N3
あんしょう	暗礁；障碍	N1
あんしょうばんごう	密码	N3
あんしん	安心的	N4
あんじ	提示，暗示	N1
あんじる	担心；忧虑；设法筹划；考虑；查究	N1
あんせい	安静；安宁	N1
あんぜん	安全的	N4
あんたい	安稳的	N1
あんてい	稳定的	N2
あんど	放心，安心	N1
あんな	那样的；那种的	N5
あんない	引导；带路；介绍；通知	N4
あんのじょう	果然；不出所料	N2
あんぴ	安危；平安与否	N1
あんまり	不太；不很	N3
あんもく	默契的；心照不宣	N1
あんらく	安乐的	N2
い	胃	N3
いい	好的；可以	N5
いいあう	互相争辩	N1
いいえ	不；不是	N5
いいかえす	顶嘴；反驳	N3
いいかえる	换句话说；重新说	N1
いいかげん	适度的；敷衍的	N2
いいかた	说法	N3
いいきかせる	劝说	N2
いいきる	断言；说完；断言，说死	N2
いいだす	说出；最先说	N2
いいつける	吩咐；告发；常说；惯于说	N2
いいつたえ	传说（口头传下来）	N1
いいなおす	改口；重新说	N3
いいのこす	留下话；未说完；留话，遗言	N1
いいはなつ	断言（直截了当）	N1
いいはる	坚持声称	N1
いいぶん	主张；不满	N1
いいまわし	措辞	N1
いいわけ	辩解，辩白（推卸责任借口）	N2
いいわたす	宣布；宣判	N1
いいん	委员	N2
いう	说；叫作	N5
いうまでもない	不言自明	N1
いえ	房子；家庭	N5
いえがら	家族地位；家世；血统；名门	N1
いか	以下；下面	N4
いかが	怎么样；如何	N5
いかく	威吓	N2
いかす	发挥；让……活着	N2
いかなる	任何的；怎样的	N1
いかに	如何；多么	N2
いかにも	的确；很像	N2
いかり	愤怒，生气	N2
いかん	遗憾的	N1
いがい	以外	N4
いがく	医学	N3
いがた	铸模，模子	N1
いき	呼吸，气息	N4
いきいき	生动；有活力	N2
いきおい	势头；劲头	N3
いきかた	生活方式	N2
いきがい	人生的意义	N2
いきき	往来；来往	N2
いきぐるしい	呼吸困难的；压抑的	N1
いきごみ	干劲，热情	N1
いきごむ	鼓足干劲	N1
いきさき	去处；目的地	N3
いきすぎる	走过头；过度	N1
いきつく	到达；事物达到最终状态	N2
いきづまる	陷入僵局	N2
いきとどく	周到	N1
いきどおり	愤怒	N1
いきどおる	愤怒；气愤	N1
いきなり	突然（不经预告）	N2
いきぬき	休息；放松	N2
いきぬく	活下来；坚持到底	N1
いきのこる	幸存	N2
いきのびる	活下来（幸存）；幸存	N1
いきもの	生物（具体）；有生命力的东西	N3
いきょ	依据，根据	N1
いきる	活着；生存；生活	N4
いぎ	意义；价值	N2
いぎょう	伟业	N1
いく	去	N5
いくじ	育婴，育儿	N2
いくせい	培育，培养	N2
いくた	许多	N1
いくつ	几个；几岁	N5
いくつか	若干，几个	N3
いくら	多少；多少钱	N5
いくらでも	无论多少	N3
いけ	水池，水塘	N5
いけない	不行；不可以	N4
いけばな	插花	N3
いけん	意见，想法	N4
いげん	威严	N1
いこい	休息	N1
いこう	之后；以后	N3
いこく	异国，外国	N1
いご	以后，将来	N1
いごこち	舒适感；处境感受	N2
いさぎよい	果断的；痛快的	N1
いささか	稍微；有点	N1
いさましい	勇敢的；威武的	N2
いさん	遗产	N1
いざ	喂；现在	N3
いざかや	居酒屋	N2
いざというとき	紧要关头	N1
いし	石头，石子	N4
いしがき	石垣，石墙	N1
いしき	神智；意识	N3
いしだん	石阶	N1
いしつ	异质的；不同的	N1
いしゃ	医生	N5
いしゅく	萎缩	N1
いしょう	服装；戏服	N2
いしょく	独特色彩；异色	N1
いしょくじゅう	吃穿住	N1
いじ	意气；脾气	N3
いじける	畏缩；闹别扭	N1
いじめ	欺凌；霸凌	N1
いじめる	欺负	N1
いじゅう	移居	N2
いじょう	以上	N4
いじる	摆弄；调侃	N1
いじわる	坏心眼的；刻薄的	N2
いす	椅子；地位	N5
いずれ	早晚；迟早	N2
いせき	遗址，遗迹	N1
いぜん	以前，从前	N4
いそがしい	忙碌的	N5
いそぎ	急事；赶忙	N3
いそぐ	赶快	N5
いそしむ	勤勉从事	N1
いそん	依靠，依存	N1
いた	板，木板	N2
いたい	疼的	N5
いたく	委托	N1
いたす	做（谦让）；致以	N3
いたずら	恶作剧；淘气；顽皮；消遣；爱好	N1
いたずらがき	涂鸦；乱写	N1
いたたまれない	坐立不安的；无地自容	N1
いただき	山顶，顶端	N2
いただきます	我开动了	N3
いただく	收下；吃（谦）	N5
いたって	极其（书面语）	N2
いたで	重创；打击	N1
いたましい	令人痛心的	N2
いたみ	疼痛	N4
いたむ	（身体、伤口）疼痛；痛苦	N3
いためる	炒	N3
いたる	到达；涉及	N2
いたわる	体谅；慰劳	N1
いだい	伟大的	N2
いだく	怀有；抱有	N3
いち	一；第一	N5
いちあん	一个方案	N1
いちい	首位；一位	N3
いちいち	一一，逐一	N2
いちいん	一员；成员	N4
いちおう	姑且；总算	N3
いちがいに	一概地；笼统地	N1
いちがつ	一月	N5
いちがん	一体；团结一致	N1
いちご	草莓	N5
いちじ	一点钟；曾经；一时；暂时	N3
いちじてき	暂时的	N2
いちじるしい	显著的	N2
いちず	专一的；一心一意	N1
いちぞく	一族；家族	N1
いちぞん	个人决定	N1
いちだん	逐级；一段	N3
いちだんらく	告一段落；进入下一阶段前稳定下来；第一阶段完成；段落	N2
いちど	一次，一回	N5
いちどく	一读；通读	N1
いちどに	一次性；同时	N3
いちにち	一天	N5
いちにん	全权委托	N1
いちにんまえ	一人份；成年人；独当一面；成熟合格	N1
いちはやく	尽早；迅速地	N1
いちば	市场（交易场所）	N3
いちばん	第一；最	N5
いちぶ	一部分	N4
いちぶぶん	一部分	N3
いちまつ	一丝；一抹	N2
いちめん	一面；另一方面	N2
いちもく	一看，一眼	N1
いちもくりょうぜん	一目了然的	N1
いちょう	肠胃	N2
いちよう	一样的；统一的	N3
いちらん	一览；列表	N1
いちり	一番道理	N2
いちりつ	一律的	N1
いちりゅう	一流；顶尖	N3
いちれい	一鞠躬；行礼	N1
いちれん	一连串；一系列	N1
いっか	一家人；一户	N1
いっかく	一角；一部分	N2
いっかつ	一并；总括	N2
いっかん	一贯性；连贯性；整合；一贯重量；一贯寿司	N1
いっきに	一口气地	N2
いっく	一句	N2
いっけん	一看；表面看	N2
いっけんや	独栋房屋	N1
いっこく	一刻；片刻	N1
いっさい	一切；完全不	N2
いっさくじつ	前天（正式）	N3
いっさくねん	前年	N2
いっし	一支箭；反击；回敬	N1
いっしゅ	一种；某种	N2
いっしゅう	一周；周游	N1
いっしゅん	一瞬间	N2
いっしょ	一起；一样	N5
いっしょう	一生	N4
いっしょうけんめい	拼命的；努力的	N3
いっしょに	一起，一同	N5
いっしん	一身；全身	N1
いっせいに	一齐，同时	N2
いっせきにちょう	一举两得	N2
いっせん	一仗，一战	N1
いっそ	干脆，索性	N2
いっそう	更加；一层；底层	N2
いっそくとび	一步登天；跳跃式	N1
いったい	到底；究竟	N2
いったいぜんたい	到底，究竟	N1
いったん	先…再说；一旦	N2
いっち	一致；相符	N2
いっちょくせん	直线；径直	N1
いってい	一定；固定	N2
いってきます	我出门了	N5
いってらっしゃい	路上小心	N4
いってん	一变；骤变	N2
いっぱい	满；很多	N5
いっぱく	住一晚	N3
いっぱん	一般，普遍	N3
いっぱんてき	一般的	N3
いっぺん	完全改变	N2
いっぺんとう	一边倒	N1
いっぽ	一步；一点	N2
いっぽう	一方面；另一方	N4
いっぽうつうこう	单行道；单方面	N1
いっぽうてき	单方面的	N2
いっぽんぢょうし	单调的	N1
いつ	什么时候	N5
いつか	五号；五天	N5
いつざい	杰出人才	N1
いつだつ	脱离；偏离	N1
いつつ	五个；五岁	N5
いつでも	随时	N5
いつのまにか	不知不觉	N3
いつまでも	永远，始终	N3
いつも	总是	N5
いつわり	虚假；谎言	N1
いつわる	伪装；说谎；冒充	N1
いてん	迁移，搬家	N2
いでん	遗传	N2
いでんし	基因	N2
いと	线；丝	N3
いとぐち	线索；突破口	N2
いとなみ	营生；活动	N1
いとなむ	经营；营造	N1
いとも	非常；很	N3
いどう	移动，转移	N3
いどむ	挑战；挑衅	N1
いない	以内	N4
いなか	乡下；农村	N3
いなめない	不可否认的	N1
いぬ	狗	N5
いねかり	割稻子	N1
いねむり	打瞌睡	N2
いのち	生命	N4
いのちがけ	拼命的；冒生命危险	N1
いのる	祈祷；祝愿	N2
いはん	违反	N2
いばしょ	所在；位置；归属之处；适合自己的位置；能自在做自己的地方	N2
いばる	逞威风；自夸	N2
いひょう	意表，意外	N1
いびき	鼾声	N1
いふく	衣服，衣裳	N3
いぶつ	遗物；遗迹	N1
いま	现在	N5
いまいち	不太好；差一点	N2
いまごろ	这时候；现在	N3
いまさら	事到如今	N1
いましめる	警告；告诫；责备；训斥；禁止；阻止	N1
いまだに	至今仍然	N2
いまどき	如今；现在这个时代	N2
いまにも	眼看，就要	N3
いまのところ	目前；眼下	N2
いまひとつ	还差一点	N2
いままで	至今为止	N3
いまや	如今；现在已经	N2
いみ	意思；意义	N4
いみあい	含义；意味	N1
いみきらう	厌恶	N1
いもうと	妹妹	N5
いや	不，不是	N4
いやいや	不情愿地；不不	N2
いやがる	嫌弃；不愿意	N3
いやす	治愈；抚慰	N1
いよいよ	越来越；终于（到了关头）	N2
いよく	意欲；干劲	N2
いよくてき	积极主动的	N1
いらい	以来，以后	N4
いらいら	焦躁；烦躁	N2
いらっしゃいませ	欢迎光临	N5
いらっしゃる	来（尊敬）；去；在	N5
いりくむ	错综复杂	N1
いりぐち	入口	N4
いりまじる	混杂	N2
いりょう	衣料，衣服	N2
いる	在；有（生物）	N5
いるい	衣服	N3
いるか	海豚	N2
いれい	例外；罕见	N1
いれかえる	替换	N2
いれかわる	互相替换	N2
いれもの	容器，器具	N1
いれる	放入；放进；沏（茶等）	N5
いろ	颜色；肤色；种类	N5
いろあい	色调；色彩	N1
いろいろ	各种各样	N5
いろえんぴつ	彩色铅笔	N2
いろがみ	彩纸；签名纸	N2
いろけ	魅力；色心	N1
いろずり	彩色印刷	N1
いろづく	变色；转红或转黄；成熟变色；进入青春期	N1
いろとりどり	五彩缤纷的	N1
いろどり	色彩；点缀	N1
いろめがね	有色眼镜；偏见	N1
いろんな	各种各样的	N4
いわ	岩石	N3
いわい	庆祝；祝贺；贺礼；祝贺礼物	N3
いわう	庆祝	N2
いわかん	不协调感	N2
いわば	可以说；所谓	N2
いわゆる	所谓的	N2
いわんや	何况，况且（书面）	N1
いんえい	阴影；阴暗；细微意味；微妙之处	N1
いんかん	图章，印章	N2
いんさつ	印刷	N3
いんし	因素，因子	N1
いんしょう	印象	N3
いんしょうづける	使留下印象	N1
いんしょく	饮食	N3
いんしょくてん	餐馆，饭店	N3
いんせい	研究生	N3
いんせき	陨石	N1
いんたい	隐退，退役	N2
いんちょう	院长	N1
いんよう	引用，借用	N2
いんりょう	饮料	N3
いんりょく	引力；吸引力	N1
ううん	不，不是	N5
うえ	上面；空间方位	N5
うえかえる	移植	N1
うえき	盆栽；树木	N1
うえきばち	花盆	N1
うえつける	栽种；种植，插秧；灌输	N1
うえる	种植	N3
うかがう	拜访（敬语）；询问（谦）	N3
うかつ	粗心的；疏忽的	N2
うかびあがる	显现；清楚浮出表面	N2
うかぶ	（叶子、想法）浮现；想法进入脑中	N2
うかべる	使浮起；使……浮起；使……出现	N2
うかる	（考生、申请者）考上	N3
うかれる	兴高采烈；轻浮	N1
うきぼり	浮雕；凸显	N1
うく	（船、叶子）浮起；脱离表面	N3
うぐいす	黄莺	N1
うけいれ	接受；接纳	N3
うけいれる	接受（接纳）；采纳；收进	N3
うけうり	现学现卖；转述	N1
うけおう	承包；承担	N1
うけこたえ	应答；答话	N1
うけざら	承接处；接收方	N1
うけたまわる	接受；聆听（谦让语）	N2
うけつぐ	继承	N1
うけつけ	接待；受理	N4
うけつける	受理；接受、不吸收；吸收（营养）	N3
うけて	接受者；收件人	N2
うけとめる	接住；阻止；理解	N2
うけとり	收取；领取	N3
うけとる	接收；理解	N3
うけみ	被动；被动态	N2
うけもつ	负责；担任	N2
うける	接受（检查、考试）；参加考试或承受	N4
うごかす	移动（机器、家具）；启动；感动	N4
うごき	活动；动向	N4
うごく	（机器、物体）动；移动；动摇	N4
うさんくさい	可疑的；蹊跷的	N1
うし	牛	N5
うしなう	失去；错过；迷失	N2
うしろ	后面（空间、背后）；背后	N5
うしろすがた	背影	N1
うしろむき	背向的；消极的	N2
うしろめたい	内疚的	N1
うすい	薄的；淡的	N5
うすうす	稍稍，略略	N2
うすがた	薄型	N2
うすっぺら	单薄的；肤浅的	N1
うすまる	变淡	N1
うすめる	稀释（酱汁、药液）	N2
うすれる	变淡；淡薄；模糊	N2
うず	漩涡；涡流；回旋；急流	N1
うずまく	盘旋；涡旋	N2
うずめる	埋入（埋住）；填满	N1
うせつ	右转；右转弯	N3
うせる	消失（彻底）；离去	N1
うそ	谎言，假话	N4
うそつき	说谎的人	N1
うた	歌曲	N5
うたう	唱歌	N5
うたがい	怀疑；疑点	N2
うたがう	怀疑	N3
うたがわしい	可疑的；不可靠	N1
うたぐりぶかい	多疑的	N1
うち	家；内部	N5
うちあける	坦白；倾诉	N2
うちあげ	发射；庆功会	N2
うちあげる	发射；完成	N2
うちあわせ	商谈；碰头会	N2
うちがわ	内侧	N3
うちきる	中止；截断	N1
うちけす	否定；抵消	N2
うちこむ	打入；打进，射进；埋头，专心致志	N1
うちだす	打出（方针、主张）；开始敲打	N1
うちつける	钉上；撞击	N1
うちとける	融洽；敞开心扉	N1
うちなおす	重打；重新打；重新弹（棉花）	N2
うちみず	洒水降温	N2
うちゅう	宇宙	N2
うちゅうひこうし	宇航员	N2
うちわけ	明细，细目	N1
うっかり	不小心；冒失地	N3
うっすら	隐约地；淡淡地	N2
うったえ	申诉，诉讼	N2
うったえる	诉说；起诉	N2
うってつけ	最合适的	N1
うっとうしい	烦闷的；讨厌的	N1
うっとり	入迷，陶醉	N2
うつ	打；碰，撞；感动	N4
うつくしい	美丽的	N4
うつし	抄本；副本	N2
うつしだす	映出；绘画文字表现；反映出	N1
うつす	抄写（文字、黑板）；拍照	N4
うつむく	低头	N2
うつりかわり	推移，变迁	N1
うつりすむ	迁居	N3
うつる	（景色、脸）映出（影像映在）；映像	N4
うつろ	空虚的；空洞的	N3
うつろい	变迁，变化	N1
うつわ	器皿；器量	N1
うてん	雨天	N2
うで	手臂；本领；技术；能力	N4
うでどけい	手表，腕表	N4
うでまえ	本事，才能	N1
うとうと	打瞌睡	N2
うとましい	令人讨厌的	N1
うどん	乌冬面	N2
うながす	促使；催促	N2
うなずく	点头	N2
うなだれる	垂头丧气	N1
うねり	波浪（趋势）；波动	N1
うのみ	囫囵吞枣	N1
うばいとる	抢夺	N1
うばう	夺走；抢夺；剥夺	N3
うま	马	N3
うまい	好吃的；高明的	N4
うまく	顺利地；很好地	N3
うまみ	鲜味；美味；滋味；技巧；妙处；魅力	N2
うまる	（坑、座位）埋上；埋没；占满	N2
うまれ	出生；出身	N3
うまれおちる	出生	N1
うまれかわる	重生；焕然一新	N3
うまれそだつ	生长（出生并成长）；长大	N1
うまれつき	天生	N2
うまれながら	天生，生来	N1
うまれもつ	生来具有	N2
うまれる	（孩子、想法）出生；产生，创立	N5
うみ	大海，海洋	N5
うみだす	创造；生出	N3
うみべ	海边，海滨	N1
うむ	生育；（産）生产，分娩；（生）产生	N4
うめ	梅树；梅子	N3
うめあわせる	弥补	N1
うめこむ	埋入	N2
うめたてる	填海造地	N1
うめる	埋（种子、管道）；填；填满	N3
うもう	羽毛，绒毛	N1
うもれる	（道路、人才）埋没；（被）埋上，压埋	N1
うやまう	尊敬	N2
うやむや	含糊的	N1
うら	背面；里面	N4
うらうち	佐证；衬里	N1
うらがわ	背面，反面	N3
うらぎる	背叛；辜负	N2
うらぐち	后门；走后门	N1
うらづける	证实；支持	N2
うらなう	占卜；预测	N2
うらはら	相反的；表里不一	N1
うらばなし	秘闻，内幕	N1
うらむ	怨恨；责怪	N1
うらめ	反效果；不利结果	N1
うらやましい	令人羡慕的	N3
うりあげ	销售额	N3
うりきれ	卖完，售罄	N3
うりきれる	售罄	N3
うりこむ	推销；卖力宣传	N1
うりだす	开始销售；大量销售；出名、崭露头角	N2
うりて	卖主，卖方	N2
うりば	卖场，柜台	N4
うりもの	商品（强调）；卖品	N2
うる	出售（商品、房子）	N5
うるおい	水分；滋润；丰富；温暖；情趣；宽裕；利润	N1
うるおう	（土地）湿润；宽裕起来	N1
うるおす	润湿；润，弄湿；使受惠	N1
うるさい	吵闹的；烦人的	N5
うるし	漆；漆树	N1
うれしい	高兴的	N5
うれのこる	卖剩	N3
うれゆき	销路；销售情况	N2
うれる	（商品、书）卖得好；畅销；知名	N4
うろうろ	徘徊；转来转去	N3
うろおぼえ	模糊的记忆	N2
うろたえる	慌张（因意外而惊）；惊惶	N1
うろつく	闲逛；徘徊	N1
うわがき	覆盖写入；改写	N1
うわぎ	外套；上衣	N5
うわさ	传闻；传说	N3
うわのそら	心不在焉的	N1
うわべ	表面；外表	N1
うわまわる	超过（数据）	N2
うわむき	向上；好转	N1
うん	是，是的	N5
うんえい	运营，经营	N2
うんきゅう	停运	N3
うんこう	运行	N1
うんざり	厌倦，厌烦	N1
うんちん	车费；运费	N2
うんてん	驾驶；操作	N4
うんてんしゅ	司机	N4
うんどう	运动	N4
うんどうかい	运动会	N4
うんどうしんけい	运动神经；运动能力；动作协调性；反应能力	N2
うんどうじょう	运动场	N4
うんぱん	搬运，运输	N1
うんめい	命运	N2
うんよう	运用，活用	N1
うーん	嗯……	N4
え	画，绘画	N5
えいい	营，经营	N1
えいえん	永远的	N2
えいかいわ	英语会话	N4
えいかん	荣冠，荣誉	N1
えいが	电影	N5
えいがかん	电影院	N5
えいきょう	影响	N3
えいきょうりょく	影响力	N1
えいぎょう	营业，经商	N4
えいぎょうぶ	销售部门	N4
えいこく	英国	N2
えいご	英语	N5
えいせい	卫星	N2
えいぞう	影像，画面	N2
えいぶん	英文；英语文章	N1
えいよう	营养	N3
えいようし	营养师	N1
えいり	营利，谋利	N1
ええ	嗯；是	N5
ええと	嗯……	N4
えかき	画家（口语）	N1
えがお	笑脸	N4
えがく	描绘；画；描写	N3
えがたい	难得的	N2
えがら	图案；画面风格	N1
えき	车站	N5
えきいん	车站工作人员	N4
えきたい	液体，液态	N3
えきまえ	车站前	N4
えさ	饵食；诱饵	N3
えだ	树枝	N4
えっ	啊？；什么？	N5
えつらん	阅览	N2
えづけ	喂食驯养	N1
えて	擅长的	N2
えてして	往往，每每	N2
えど	江户	N2
えどじだい	江户时代	N1
えのぐ	绘画颜料	N3
えはがき	美术明信片	N3
えび	虾	N3
えほん	绘本	N4
えもの	猎物；战利品	N2
えらい	伟大的；了不起	N3
えらびとる	选出	N1
えらぶ	选择	N5
えり	衣领，领子	N3
える	得到；能够	N3
えん	圆形；日元	N5
えんかく	远程；远距离	N1
