おなじ	同じ	相同的	5
おにいさん	お兄さん	哥哥；小哥	5
おにぎり	おにぎり	饭团	5
おねえさん	お姉さん	姐姐；小姐	5
おねがい	お願い	求，请求	5
おの	小野	小野（姓氏）	5
おはよう	おはよう	早上好	5
おはよう	お早う	早上好	5
おば	おば	姑妈；姨妈	5
おばあさん	おばあさん	奶奶；老太太	5
おばあさん	お祖母さん	祖母；奶奶；外婆；老奶奶	5
おばさん	おばさん	阿姨；大妈	5
おひる	お昼	中午；午饭	5
おふろ	お風呂	洗澡；浴室；浴缸	5
おぼえる	覚える	记住	5
おみせ	お店	商店，小店	5
おめでとう	おめでとう	恭喜	5
おもい	重い	重的；沉重的	5
おもしろい	面白い	有趣的；好玩的	5
おもちゃ	おもちゃ	玩具；玩物	5
おや	親	父母	5
およぐ	泳ぐ	游泳	5
おりる	降りる	下车（从交通工）；下降；下（车）	5
おわり	終わり	结束；末尾	5
おわる	終わる	（工作、课程）结束；……完	5
おんがく	音楽	音乐	5
おんな	女	女性，女人	5
おんなのこ	女の子	女孩	5
かいしゃ	会社	公司	5
かいしゃいん	会社員	公司职员；上班族	5
かいだん	階段	楼梯，台阶	5
かいもの	買い物	买东西；购物	5
かう	買う	购买	5
かえり	帰り	回来，回程	5
かえる	帰る	回去	5
かお	顔	脸；表情	5
かかる	掛かる	（费用、时间）花费；悬挂；上锁	5
かぎ	鍵	钥匙；锁；关键；线索	5
かく	書く	写	5
かける	掛ける	挂（衣服）；带上、打电话或花费；坐、上锁	5
かさ	傘	雨伞	5
かし	菓子	点心，糕点	5
かす	貸す	借给；借出；提供	5
かぜ	風	风	5
かぜ	風邪	感冒	5
かぞく	家族	家族	5
かたい	固い	硬的；拘谨的	5
かたかな	片仮名	片假名	5
かね	金	金钱，钱	5
かのじょ	彼女	她；女朋友	5
かばん	かばん	包	5
かみ	紙	纸	5
かみ	髪	头发	5
かよう	通う	往返；通勤	5
かようび	火曜日	周二	5
からい	辛い	辣的；烈的	5
からだ	体	身体	5
かり	借り	借来的东西；借用	5
かりる	借りる	借来	5
かるい	軽い	轻的；轻松的	5
かれ	彼	他；男朋友	5
かわ	川	河川，河流	5
かわいい	かわいい	可爱的	5
かわいい	可愛い	可爱的	5
かんがえ	考え	想法，思想（想法、意见）	5
かんがえる	考える	思考	5
かんじ	漢字	汉字	5
かんじ	感じ	感觉；印象	5
かんたん	簡単	简单的	5
がいこく	外国	外国，国外	5
がいこくご	外国語	外语	5
がいこくじん	外国人	外国人	5
がく	学	……学科	5
がくせい	学生	学生	5
がっこう	学校	学校	5
き	木	树木；木材	5
きいろい	黄色い	黄色的	5
きく	聞く	听（音乐、话）；询问	5
きた	北	北方，北面	5
きたがわ	北側	北方，北侧	5
きたない	汚い	脏的；难看的	5
きっさてん	喫茶店	咖啡店	5
きって	切手	邮票	5
きっぷ	切符	票	5
きのう	昨日	昨天	5
きゅう	九	九	5
きょう	今日	今天	5
きょうしつ	教室	教室	5
きょうだい	兄弟	兄弟姐妹	5
きょねん	去年	去年	5
きる	着る	穿上衣	5
きる	切る	切（蔬菜、绳子）；中断，关闭	5
きれい	きれい	漂亮的；干净的	5
きれい	綺麗	漂亮的；干净的	5
きんようび	金曜日	周五	5
ぎゅうにゅう	牛乳	牛奶	5
ぎんこう	銀行	银行	5
くうこう	空港	空港	5
くがつ	九月	九月	5
くすり	薬	药，药品	5
ください	下さい	请给；请做	5
くださる	くださる	赐予；给我	5
くだもの	果物	水果	5
くち	口	嘴；入口	5
くつ	靴	鞋子	5
くつした	靴下	袜子	5
くに	国	国家；家乡	5
くもり	曇り	阴天	5
くもる	曇る	转阴；起雾	5
くらい	暗い	暗的；阴沉的	5
くる	来る	来	5
くるま	車	车	5
くれる	くれる	给我	5
くろ	黒	黑色	5
くろい	黒い	黑的	5
けいたい	携帯	手机；携带	5
けさ	今朝	今天早上	5
けしゴム	消しゴム	橡皮	5
けす	消す	关掉（灯、电源）；熄灭；抹去	5
けっこん	結婚	结婚	5
げつようび	月曜日	周一	5
げんかん	玄関	玄关	5
げんき	元気	健康；精神	5
こう	こう	这样，这么	5
こういう	こういう	这种，这样	5
こうえん	公園	公园	5
こうこう	高校	高校	5
こうこうせい	高校生	高中生	5
こうさてん	交差点	十字路口	5
こうちゃ	紅茶	红茶	5
こうばん	交番	派出所	5
こうべ	神戸	神户	5
ここ	ここ	这里	5
ここのか	九日	九号；九天	5
ここのつ	九つ	九个；九岁	5
こたえ	答え	答案；回答；答复	5
こたえる	答える	回答	5
こちら	こちら	这边；这位	5
こっち	こっち	这边（口语）；这个；我、我们	5
ことし	今年	今年	5
ことば	言葉	词；语言	5
こども	子供	小孩；孩子	5
この	この	这个	5
こまる	困る	感到为难	5
これ	これ	这个	5
これから	これから	今后；接下来	5
こん	今	今（构词）	5
こんげつ	今月	这个月	5
こんしゅう	今週	这周	5
こんな	こんな	这样的；这种的	5
こんにちは	こんにちは	你好，您好	5
こんばん	今晩	今晚，今夜	5
こんばんは	こんばんは	晚上好	5
ご	後	……之后	5
ご	五	五	5
ごがつ	五月	五月	5
ごご	午後	下午，午后	5
ごぜん	午前	上午	5
ごはん	ご飯	米饭；吃饭	5
ごめん	御免	对不起；免了	5
ごめんなさい	ごめんなさい	对不起	5
さいご	最後	最后	5
さいふ	財布	钱包	5
さかな	魚	鱼，鱼类	5
さき	先	前面；之前；目的地；去处	5
さくぶん	作文	作文	5
さとう	砂糖	砂糖	5
さむい	寒い	冷的（天气）	5
さようなら	さようなら	再见，告别	5
さら	皿	盘子，碟子	5
さらいしゅう	再来週	下下周	5
さん	三	三	5
さんがつ	三月	三月	5
さんぽ	散歩	散步	5
ざっし	雑誌	杂志	5
しお	塩	食盐	5
しかし	しかし	可是，不过	5
しかし	然し	但是；然而	5
しがつ	四月	四月	5
しけん	試験	考试；测验	5
しごと	仕事	工作，职业	5
しずか	静か	安静的	5
した	下	下面；下方	5
しちがつ	七月	七月	5
しつもん	質問	问题，提问	5
しみず	清水	清水（姓氏）	5
しゃいん	社員	公司职员	5
しゃしん	写真	照片	5
しゅ	手	手（构词）	5
しゅう	週	周，礼拜	5
しゅうかん	週間	周，星期	5
しゅくだい	宿題	作业	5
しゅみ	趣味	爱好	5
しょうがくせい	小学生	小学生	5
しょうがっこう	小学校	小学	5
しょうゆ	しょうゆ	酱油	5
しょくじ	食事	吃饭，进餐	5
しょくどう	食堂	食堂	5
しる	知る	知道；了解	5
しろ	白	白，白色	5
しろい	白い	白的	5
しん	心	心；中心；核心	5
しんごう	信号	红绿灯；信号	5
しんぶん	新聞	报纸	5
じ	時	点；时	5
じかん	時間	时间，时刻	5
じしょ	辞書	词典	5
じてんしゃ	自転車	自行车	5
じぶん	自分	自己；我	5
じゃ	じゃ	那么	5
じゃあ	じゃあ	那么	5
じゅう	十	十（计数）	5
じゅういちがつ	十一月	十一月	5
じゅうがつ	十月	十月	5
じゅうにがつ	十二月	十二月	5
じゅうぶん	十分	足够的；充分的	5
じゅぎょう	授業	授业，上课	5
じょうず	上手	擅长的	5
じょせい	女性	女性，女人	5
すいか	すいか	西瓜	5
すいようび	水曜日	周三	5
すき	好き	喜欢的	5
すくない	少ない	少；不多；稀少	5
すぐ	すぐ	立刻；附近	5
すぐ	直ぐ	立刻；马上	5
すぐに	直ぐに	立刻，马上	5
すこし	少し	一点	5
すごい	すごい	厉害的；不得了	5
すし	すし	寿司	5
すし	寿司	寿司	5
すみません	すみません	对不起；劳驾；谢谢	5
すむ	住む	居住	5
する	する	做	5
すわる	座る	坐；居某地位	5
ずっと	ずっと	一直；远远	5
せい	せい	缘故；责任	5
せいと	生徒	学生	5
せまい	狭い	窄的；狭小的	5
せん	千	千	5
せんげつ	先月	上个月	5
せんしゅう	先週	上周	5
せんせい	先生	老师；先生	5
せんたく	洗濯	洗衣服	5
ぜんぶ	全部	全部	5
そう	そう	那样；对	5
そうじ	掃除	扫除	5
そこ	そこ	那里	5
そして	そして	于是，然后	5
そちら	そちら	那边；那位	5
そちら	其方	那边；那位	5
そっち	そっち	那边	5
そと	外	外面	5
その	その	那个	5
そば	そば	旁边，附近	5
そふ	祖父	祖父	5
そぼ	祖母	祖母	5
そら	空	天空	5
それ	それ	那个	5
それから	それから	然后；还有	5
それでは	それでは	那么	5
そろそろ	そろそろ	快要；差不多	5
そんな	そんな	那样（听话人一侧）；不那样	5
たいせつ	大切	重要；珍贵；爱护；认真对待	5
たいへん	大変	严重的；辛苦的	5
たかい	高い	高的；贵的	5
たくさん	たくさん	很多	5
ただ	ただ	免费；只是；不过	5
ただいま	ただ今	现在；刚才	5
ただいま	只今	我回来了；现在；刚才	5
ただしい	正しい	正确的	5
たち	達	～们	5
たつ	立つ	（人、物）站立；竖立；离开，动身	5
たてもの	建物	建筑物	5
たのしい	楽しい	开心的；有趣的	5
たべもの	食べ物	食物，食品	5
たべる	食べる	吃（普通中性）	5
たまご	卵	鸡蛋；卵	5
たまに	たまに	偶尔	5
たろう	太郎	太郎（人名）	5
たんじょうび	誕生日	生日	5
だいがく	大学	大学	5
だいがくせい	大学生	大学生	5
だいじょうぶ	大丈夫	没事；可以	5
だいすき	大好き	非常喜欢的	5
だいどころ	台所	台所，厨房	5
だから	だから	因此，所以	5
だけ	だけ	只，仅	5
だす	出す	拿出（物品）；提交、发出	5
だれ	誰	谁	5
だんせい	男性	男性	5
だんだん	だんだん	逐渐	5
だんだん	段段	逐渐	5
ちいさい	小さい	小的；年幼的	5
ちいさな	小さな	小，微小的	5
ちかい	近い	近的；接近的	5
ちかく	近く	附近	5
ちかてつ	地下鉄	地铁	5
ちず	地図	地图	5
ちち	父	父亲（自己的）	5
ちゃいろ	茶色	茶色的	5
ちゃいろい	茶色い	棕色的	5
ちゅう	中	中；期间	5
ちゅうがくせい	中学生	初中生	5
ちゅうがっこう	中学校	初中	5
ちゅうごく	中国	中国	5
ちゅうごくご	中国語	中文，汉语	5
ちょう	町	……町	5
ちょうど	ちょうど	正好，恰好	5
ちょうど	丁度	正好；恰好	5
ちょっと	ちょっと	一点；稍等	5
ちん	陳	陈（姓氏）	5
ついたち	一日	一号；初一	5
つかう	使う	使用；花费	5
つかれる	疲れる	感到累	5
つき	月	月亮；月份	5
つぎ	次	下一个；下一次	5
つく	付く	附着；跟随	5
つく	着く	到达	5
つくえ	机	桌子，书桌	5
つくる	作る	制作；做	5
つける	付ける	装上（标签）；穿、写、涂、附；定价、打分	5
つま	妻	妻子	5
つまらない	つまらない	无聊的；没意思的	5
つまらない	詰まらない	无聊的	5
つめたい	冷たい	冷的；冷淡的	5
つよい	強い	强的；厉害的	5
て	手	手；方法	5
てがみ	手紙	书信	5
てんいん	店員	店员	5
てんき	天気	天气；晴天	5
できる	できる	会；能	5
できる	出来る	能；可以；形成；建成；完成	5
でぐち	出口	出口	5
ですから	ですから	因此	5
では	では	那么；关于	5
でも	でも	但是；即使	5
でる	出る	（人）出去；显出、出发；参加、接电话	5
でんき	電気	电；电灯	5
でんしゃ	電車	电车	5
でんわ	電話	电话；打电话	5
でんわばんごう	電話番号	电话号码	5
とお	十	十（数量）；十个；十岁	5
とおい	遠い	远的	5
とおか	十日	十号；十天	5
とおく	遠く	远处，远方	5
とき	時	时候；时间	5
ときどき	時々	有时，偶尔	5
とけい	時計	钟，表	5
ところ	所	场所，地方	5
とし	年	年；年龄	5
としょかん	図書館	图书馆	5
とても	とても	很，非常	5
となり	隣	旁边；邻居	5
とぶ	飛ぶ	（鸟、帽子）飞；吹起	5
とまる	止まる	（车、机器）停下	5
ともだち	友達	朋友	5
とり	鳥	鸟；鸡	5
とる	取る	拿取（物品、资料）；获得	5
どう	どう	怎么样	5
どういう	どういう	什么样的	5
どういたしまして	どういたしまして	不客气	5
どうか	どうか	请（正式）；务必	5
どうして	どうして	为什么	5
どうして	如何して	为什么	5
どうぞ	どうぞ	请	5
どうぶつ	動物	动物	5
どうも	どうも	谢谢；总觉得	5
どうやって	どうやって	怎么（做）	5
どこ	どこ	哪里	5
どこ	何処	哪里	5
どこか	どこか	某处；不知为何；总觉得有点	5
どちら	どちら	哪个；哪边	5
どちら	何方	哪位；哪边	5
どっち	どっち	哪个；哪边	5
どなた	どなた	谁，哪位	5
どなた	何方	哪位	5
どの	どの	哪一个	5
どのぐらい	どのぐらい	多久；多少	5
どようび	土曜日	周六	5
どれ	どれ	哪一个	5
どれ	何れ	哪个	5
どれぐらい	どれぐらい	多久；多少	5
どんな	どんな	什么样的	5
ない	ない	没有；不存在	5
なか	中	里面；内部	5
ながい	長い	长的	5
ながら	ながら	一边……一边；虽然	5
なぜ	なぜ	为什么	5
なっとう	納豆	纳豆	5
なつ	夏	夏天，夏季	5
なつやすみ	夏休み	暑假	5
など	など	等等	5
なな	七	七	5
ななつ	七つ	七个；七岁	5
なに	何	什么（完整）	5
なにか	何か	某物；什么	5
なにも	何も	什么也不（否定）	5
なのか	七日	七号；七天	5
なまえ	名前	名字	5
ならう	習う	向别人学习	5
ならぶ	並ぶ	（人、商品）排成一列	5
ならべる	並べる	排列（书、商品）	5
なん	何	什么（连读）	5
なんかい	何回	几回	5
なんさい	何歳	几岁	5
なんで	何で	为什么（口语）	5
なんど	何度	几次	5
なんにち	何日	几号；几天	5
なんにん	何人	几个人	5
なんねん	何年	哪一年；几年	5
に	二	二	5
にがつ	二月	二月	5
にぎやか	にぎやか	热闹的	5
にぎやか	賑やか	热闹的	5
にく	肉	肉，肉类	5
にし	西	西方	5
にじゅう	二十	二十	5
にち	日	日；天	5
にちようび	日曜日	周日	5
にほん	日本	日本	5
にほんご	日本語	日语	5
にほんじん	日本人	日本人	5
にもつ	荷物	行李，货物	5
にわ	庭	庭院，院子	5
ぬぐ	脱ぐ	脱下	5
ぬるい	ぬるい	温的；不冷不热	5
ねえ	ねえ	喂；对吧	5
ねこ	猫	猫	5
ねる	寝る	睡觉；躺下	5
のみもの	飲み物	饮料	5
のむ	飲む	喝；服用；抽（烟）	5
のる	乗る	（人）乘坐；登上	5
は	歯	牙，牙齿	5
はい	はい	是的，对的	5
はいざら	灰皿	烟灰缸	5
はいる	入る	（人、客人）进入；含有；加入	5
はがき	葉書	明信片	5
はこ	箱	箱子，匣子	5
はし	箸	筷子	5
はしる	走る	跑；行驶	5
はじまる	始まる	（课程、会议）开始	5
はじめ	初め	初次，当初	5
はじめて	初めて	第一次	5
はじめまして	初めまして	初次见面	5
はじめる	始める	开始做（学习、工作）；开创；开始……	5
はたらく	働く	工作	5
はち	八	八	5
はちがつ	八月	八月	5
はつか	二十日	二十号；二十天	5
はな	花	花	5
はな	鼻	鼻子	5
はなし	話	话；故事	5
はなす	話す	说话	5
はなや	花屋	花店	5
はは	母	母亲（自己的）	5
はやい	早い	早的；快的	5
はやい	速い	快的	5
はる	春	春天，春季	5
はれ	晴れ	晴天	5
はれる	晴れる	（天气、心情）放晴；心情愉快	5
はん	半	半，一半	5
はんぶん	半分	一半	5
ばん	晩	夜晚，晚上	5
ばんごう	番号	号码	5
ばんごはん	晩ご飯	晚饭	5
ばんごはん	晩御飯	晚饭	5
ひ	火	火	5
ひ	日	日子；白天；太阳；日光	5
ひがし	東	东	5
ひくい	低い	低的	5
ひこうき	飛行機	飞机	5
ひだり	左	左，左边	5
ひだりがわ	左側	左侧	5
ひだりて	左手	左手	5
ひと	人	人；别人	5
ひとつ	一つ	一个；一岁	5
ひとり	一人	一个人；独自	5
ひゃく	百	百	5
ひらがな	平仮名	平假名	5
ひらく	開く	（门、店）打开；开办	5
ひる	昼	白天；中午	5
ひるごはん	昼ご飯	午饭	5
ひるやすみ	昼休み	午休	5
ひろい	広い	宽的；广阔的	5
ひろしま	広島	广岛	5
びょういん	病院	医院；诊所	5
ふく	服	衣服	5
ふじさん	富士山	富士山	5
ふたつ	二つ	两个；两岁	5
ふたり	二人	两个人	5
ふつか	二日	两天；二号	5
ふとい	太い	粗的；胖的	5
ふね	船	船	5
ふゆ	冬	冬天，冬季	5
ふゆやすみ	冬休み	寒假	5
ふる	降る	下（雨、雪）	5
ふるい	古い	旧的；老的	5
ふろ	風呂	浴缸；洗澡	5
ふん	分	……分钟	5
へや	部屋	房间	5
へんじ	返事	回复；答复	5
べんきょう	勉強	学习	5
べんとう	弁当	便当，盒饭	5
べんり	便利	方便的	5
ほか	ほか	其他；别处	5
ほか	他	其他；另外	5
ほしい	欲しい	想要	5
ほそい	細い	细的；瘦的	5
ほん	本	书；（量词）本；本、当前	5
ほんだな	本棚	书柜，书架	5
ほんとう	本当	真的；事实	5
ほんとうに	本当に	真正地	5
ほんや	本屋	书店	5
ぼうし	帽子	帽子	5
ぼく	僕	我（男性）	5
まいあさ	毎朝	每天早上	5
まいしゅう	毎週	每周	5
まいつき	毎月	每个月	5
まいとし	毎年	每年	5
まいにち	毎日	每天	5
まいばん	毎晩	每晚	5
まえ	前	前面；以前	5
まがる	曲がる	（道路、身体）弯曲；拐弯	5
まず	まず	首先	5
まず	先ず	首先；先	5
まずい	まずい	难吃的；糟糕的	5
まずい	不味い	难吃的；糟糕的	5
また	また	又；再	5
また	又	又；再次	5
まだ	まだ	还没；还	5
まち	町	城镇；町	5
まちがえる	間違える	弄错	5
まっすぐ	まっすぐ	笔直的；直接的	5
まっすぐ	真っ直ぐ	直；笔直	5
まつ	待つ	等待	5
まど	窓	窗户	5
まるい	丸い	圆的	5
まん	万	（数量）万	5
みかん	みかん	橘子，柑橘	5
みがく	磨く	刷；磨	5
みぎ	右	右	5
みぎがわ	右側	右边，右侧	5
みぎて	右手	右手；右侧	5
みじかい	短い	短的	5
みず	水	水	5
みせ	店	商店，店铺	5
みせる	見せる	给看；展示	5
みそ	みそ	酱，味噌	5
みち	道	道路	5
みっか	三日	三天；三号	5
みっつ	三つ	三个；三岁	5
みどり	緑	绿色	5
みな	皆	大家（正式）；全部	5
みなさん	皆さん	各位，诸位	5
みなみ	南	南方	5
みなみがわ	南側	南侧；南面	5
みみ	耳	耳朵	5
みる	見る	看（书、电影）	5
みんな	みんな	大家	5
みんな	皆	大家	5
むいか	六日	六天；六号	5
むこう	向こう	对面；那边；对方	5
むずかしい	難しい	困难的	5
むっつ	六つ	六个；六岁	5
め	目	眼睛	5
めがね	眼鏡	眼镜	5
もう	もう	已经；不再	5
もうすぐ	もうすぐ	马上就要	5
もうすこし	もう少し	再一点	5
もくようび	木曜日	周四	5
もしも	もしも	万一，倘若	5
もしもし	もしもし	喂（电话）	5
もっと	もっと	更加	5
もっとも	最も	最，第一	5
もつ	持つ	拿着；带着；拥有，持有	5
もの	物	东西，物品	5
もらう	もらう	得到；收到	5
もり	森	森林	5
もんだい	問題	问题；题目	5
やおや	八百屋	蔬菜水果店	5
やさい	野菜	蔬菜	5
やさしい	優しい	温柔的；和蔼的	5
やすい	安い	便宜的	5
やすみ	休み	休息；假日	5
やすむ	休む	（人、学生）休息；睡觉；缺席	5
やっつ	八つ	八个；八岁	5
やっと	やっと	终于（费力之后）	5
やま	山	山	5
やる	やる	做（口语）；给	5
ゆうがた	夕方	傍晚	5
ゆうびん	郵便	邮政，邮件	5
ゆうびんきょく	郵便局	邮局	5
ゆうべ	ゆうべ	昨晚	5
ゆうべ	昨夜	昨夜，昨晚	5
ゆうめい	有名	有名的	5
ゆき	雪	雪	5
ゆき	行き	去；方向	5
ゆっくり	ゆっくり	慢慢；充分	5
よい	良い	好的、优秀；亲近、没关系；确实	5
ようか	八日	八天；八号	5
ようび	曜日	星期	5
ようふく	洋服	西式服装；衣服	5
よく	よく	常常；好好地	5
よこ	横	横向；旁边；躺下（横卧）	5
よっか	四日	四天；四号	5
よっつ	四つ	四个；四岁	5
よぶ	呼ぶ	叫；呼唤、叫来；叫作、邀请	5
よむ	読む	阅读；看	5
より	より	与……相比	5
よる	夜	晚上，夜间	5
よる	よる	靠近；顺道拜访；根据；取决于	5
よろしく	よろしく	请多关照	5
よん	四	四	5
らいげつ	来月	下个月	5
らいしゅう	来週	下周	5
らいねん	来年	明年	5
りゅうがく	留学	留学	5
りゅうがくせい	留学生	留学生	5
りょうしん	両親	双亲，父母	5
りょうり	料理	料理	5
りょこう	旅行	旅行	5
りんご	りんご	苹果	5
れいぞうこ	冷蔵庫	冰箱	5
れんしゅう	練習	练习	5
ろく	六	六	5
ろくがつ	六月	六月	5
わかい	若い	年轻的；嫩的	5
わかる	分かる	明白；懂	5
わすれる	忘れる	忘记	5
わたし	私	我	5
わたす	渡す	交给（文件、礼物）；交，给；渡过	5
わたる	渡る	（人、船）渡过	5
わらう	笑う	笑；嘲笑	5
アパート	apartment house	公寓	5
イチゴ	イチゴ	草莓	5
ウーロンちゃ	ウーロン茶	乌龙茶	5
エアコン	air conditioner	空调	5
エレベーター	elevator	电梯	5
カップ	cup	杯子（带把手）；奖杯	5
カメラ	camera	相机	5
カレンダー	カレンダー	日历	5
カレー	curry	咖喱	5
ギター	guitar	吉他	5
クッキー	cookie	曲奇饼干	5
クラス	class	班级	5
グラム	gram；(法) gramme	克	5
ケーキ	cake	蛋糕	5
コップ	(オ) kop	杯子	5
コピー	copy	复印；复制	5
コート	coat	外套；球场	5
コーヒー	coffee	咖啡	5
サッカー	soccer	足球	5
シャツ	shirt	衬衫	5
シャワー	shower	淋浴	5
シーディー	シーディー	CD	5
ジェーアール	ジェーアール	日本铁路	5
ジュース	juice	果汁	5
スイカ	スイカ	西瓜	5
スカート	skirt	裙子	5
スキー	ski	滑雪	5
ストーブ	stove	炉子；取暖器	5
スポーツ	sport	运动；体育	5
スーパー	super	超级；超市	5
ズボン	(フ) jupon	裤子	5
セーター	sweater	毛衣	5
ソファー	sofa	沙发	5
タクシー	taxi	出租车	5
ダンス	dance	跳舞；舞蹈	5
チケット	ticket	票（乘车、入场）	5
チョコレート	chocolate	巧克力	5
テキスト	text	教材；文本	5
テスト	test	考试，测验	5
テニス	tennis	网球	5
テレビ	television	电视	5
テーブル	table	桌子（饭桌）；表格	5
デパート	department store	百货商店	5
トイレ	toilet	厕所	5
ドア	door	门	5
ナイフ	knife	小刀；餐刀	5
ニュース	news	新闻	5
ノート	note	笔记；记录	5
ハサミ	ハサミ	剪刀	5
バス	bus	公交车	5
バスてい	バス停	公共汽车站	5
バスケットボール	basketball	篮球	5
バナナ	banana	香蕉	5
パン	(ポ) pão	面包	5
パーティー	party	聚会	5
ビル	building	大楼	5
ピザ	(イ) pizza	比萨	5
プレゼント	present	礼物；赠送	5
プール	pool	游泳池；游泳	5
ベッド	bed	床	5
ペン	pen	笔	5
ページ	page	页，页面	5
ホテル	hotel	酒店	5
ボール	ball	球	5
